Name,Genres,Studio,Type,Score,Score Rank,Num. of episodes,Popularity Rank
The iDOLM@STER: 765 Pro to Iu Monogatari,"['comedy', 'drama']",['a-1 pictures'],special,7.47,1770,1,4041
Yeon-ae Halujeon 2,"['romance', 'slice of life']","['lico', 'red dog culture house']",ona,7.47,1771,15,6085
Yowamushi Pedal: Spare Bike,['sports'],['tms entertainment'],movie,7.47,1772,1,5311
Yu☆Gi☆Oh! Duel Monsters,"['action', 'adventure', 'fantasy']",['gallop'],tv,7.47,1773,224,524
Marmalade Boy,"['comedy', 'drama', 'romance']",['toei animation'],tv,7.46,1774,76,2645
Miira no Kaikata,"['comedy', 'slice of life', 'supernatural']",['8bit'],tv,7.46,1775,12,1505
On Your Mark,"['drama', 'sci-fi']",['studio ghibli'],music,7.46,1776,1,3390
One Punch Man 2nd Season,"['action', 'comedy']",['j.c.staff'],tv,7.46,1777,12,62
PriPara,['slice of life'],"['tatsunoko production', 'dongwoo a&e']",tv,7.46,1778,140,4261
Saki,['slice of life'],"['gonzo', 'picture magic']",tv,7.46,1779,25,1894
Samurai 7,['sci-fi'],['gonzo'],tv,7.46,1780,26,1464
Senki Zesshou Symphogear G,"['action', 'sci-fi']",['satelight'],tv,7.46,1781,13,2513
Shokugeki no Souma: San no Sara - Kyokuseiryou no Erina,['drama'],['j.c.staff'],ova,7.46,1782,1,2128
Star☆Twinkle Precure,"['action', 'fantasy']",['toei animation'],tv,7.46,1783,49,5683
Sword Art Online: Alicization - War of Underworld 2nd Season,"['action', 'adventure', 'fantasy']",['a-1 pictures'],tv,7.46,1784,11,363
Taiho Shichau zo,"['action', 'comedy']",['studio deen'],ova,7.46,1785,4,4057
Tennis no Ouji-sama Movie 2: Eikokushiki Teikyuu Shiro Kessen!,['sports'],"['production i.g', 'm.s.c']",movie,7.46,1786,1,5447
Tennis no Ouji-sama: Atobe kara no Okurimono - Kimi ni Sasageru Tennis Prince Matsuri,"['comedy', 'sports']",['trans arts'],movie,7.46,1787,1,4768
To LOVE-Ru Darkness 2nd,"['comedy', 'romance', 'sci-fi', 'ecchi']",['xebec'],tv,7.46,1788,12,829
Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato Desu kara,"['action', 'sci-fi']",['j.c.staff'],ova,7.46,1789,1,2308
Tokyo Ravens,"['action', 'comedy', 'romance', 'supernatural']",['8bit'],tv,7.46,1790,24,404
Tsugu Tsugumomo,"['action', 'comedy', 'supernatural', 'ecchi']",['zero-g'],tv,7.46,1791,12,1916
Uchuu no Kishi Tekkaman Blade,"['action', 'adventure', 'drama', 'romance', 'sci-fi']",['tatsunoko production'],tv,7.46,1792,49,4723
Wangan Midnight,['action'],['a.c.g.t.'],tv,7.46,1793,26,3209
Wu Geng Ji Zhi Tianqi,"['action', 'fantasy', 'supernatural']",['sparkly key animation studio'],ona,7.46,1794,42,8913
Zero no Tsukaima F,"['adventure', 'fantasy', 'romance', 'ecchi']",['j.c.staff'],tv,7.46,1795,12,479
Angel Beats!: Another Epilogue,['supernatural'],['p.a. works'],special,7.46,1796,1,840
Chouyaku Hyakuninisshu: Uta Koi.,"['comedy', 'romance']",['tyo animations'],tv,7.46,1797,13,3627
Days: Touin Gakuen-sen!,['sports'],['mappa'],ova,7.46,1798,3,4031
Digimon Adventure tri. 2: Ketsui,"['action', 'adventure', 'comedy', 'drama']",['toei animation'],movie,7.46,1799,1,2069
Doraemon Movie 40: Nobita no Shin Kyouryuu,"['adventure', 'comedy', 'sci-fi']",['shin-ei animation'],movie,7.46,1801,1,8709
Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day,"['action', 'fantasy', 'supernatural']",['ufotable'],special,7.46,1802,1,1753
Gabriel DropOut,"['comedy', 'supernatural']",['doga kobo'],tv,7.46,1803,12,438
Hetalia: The Beautiful World,['comedy'],['studio deen'],ona,7.46,1804,20,2231
Hokuto no Ken: Raoh Gaiden Junai-hen,"['action', 'adventure']",['tms entertainment'],movie,7.46,1805,1,5394
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen OVA,"['fantasy', 'slice of life']",['ajia-do'],ova,7.46,1806,1,3383
Huyao Xiao Hongniang: Beishan Yaodi,"['comedy', 'romance', 'supernatural']",['haoliners animation league'],ona,7.46,1807,8,6112
Ie Naki Ko Remy Specials,"['adventure', 'drama']",['nippon animation'],special,7.46,1808,3,9454
Kamikaze Kaitou Jeanne,"['action', 'drama', 'mystery', 'romance', 'supernatural']",['toei animation'],tv,7.46,1809,44,2586
Kishuku Gakkou no Juliet,"['action', 'comedy', 'romance']",['lidenfilms'],tv,7.46,1810,12,611
Magic Knight Rayearth,"['adventure', 'comedy', 'drama', 'fantasy', 'romance']",['tokyo movie shinsha'],tv,7.46,1812,20,2372
Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,"['action', 'sci-fi', 'supernatural']",['8bit'],movie,7.46,1813,1,1153
Aishiteruze Baby★★,"['comedy', 'drama', 'romance']",['tms entertainment'],tv,7.45,1814,26,1762
Ano Ko Secret,['romance'],['trif studio'],music,7.45,1815,1,8733
Chio-chan no Tsuugakuro,['comedy'],['diomedéa'],tv,7.45,1816,12,1651
Chuunibyou demo Koi ga Shitai! Ren: The Rikka Wars,"['comedy', 'drama', 'romance', 'slice of life']",['kyoto animation'],special,7.45,1817,1,1503
Cider no You ni Kotoba ga Wakiagaru,"['romance', 'slice of life']","['signal.md', 'sublimation']",movie,7.45,1818,1,1239
City Hunter Movie: Shinjuku Private Eyes,"['action', 'comedy', 'mystery']",['sunrise'],movie,7.45,1819,1,5516
CLAMP in Wonderland 2,"['action', 'comedy', 'drama', 'fantasy', 'romance']",['madhouse'],music,7.45,1820,1,4241
Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,"['action', 'horror', 'mystery']",['lerche'],special,7.45,1821,1,1185
Darker than Black: Ryuusei no Gemini,"['action', 'mystery', 'sci-fi']",['bones'],tv,7.45,1822,12,472
Digimon Adventure tri. 1: Saikai,"['action', 'adventure', 'comedy', 'drama']",['toei animation'],movie,7.45,1823,1,1632
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,"['action', 'adventure', 'comedy', 'fantasy', 'romance']",['j.c.staff'],tv,7.45,1824,12,380
Fanren Xiu Xian Chuan: Fanren Feng Qi Tian Nan Er,"['action', 'adventure', 'fantasy']","['original force', 'wan wei mao donghua']",ona,7.45,1825,9,10985
Future GPX Cyber Formula Sin,"['drama', 'sci-fi']",['sunrise'],ova,7.45,1826,5,9374
Gokudou-kun Manyuuki,"['adventure', 'comedy', 'fantasy']",['trans arts'],tv,7.45,1827,26,4827
Grappler Baki (TV),"['action', 'sports']",['group tac'],tv,7.45,1828,24,1647
Hakuouki: Reimeiroku,"['action', 'drama', 'supernatural']",['studio deen'],tv,7.45,1829,12,2523
Hidamari Sketch,"['comedy', 'slice of life']",['shaft'],tv,7.45,1830,12,2125
Itazura na Kiss,"['comedy', 'romance']",['tms entertainment'],tv,7.45,1831,25,751
Junjou Romantica Special,"['boys love', 'comedy', 'romance']",['studio deen'],special,7.45,1832,1,3277
K,"['action', 'mystery', 'supernatural']",['gohands'],tv,7.45,1833,13,223
Kiniro no Corda: Primo Passo - Hitonatsu no Encore,['romance'],['yumeta company'],special,7.45,1834,1,3994
"Kore wa Zombie Desu ka? of the Dead: Hai, Minotake ni Attemasu","['action', 'comedy', 'supernatural', 'ecchi']",['studio deen'],ova,7.45,1835,1,1729
Koukaku Kidoutai Arise: Ghost in the Shell - Border:1 Ghost Pain,['sci-fi'],['production i.g'],movie,7.45,1836,1,2418
Koukaku Kidoutai: Shin Movie,"['action', 'sci-fi']",['production i.g'],movie,7.45,1837,1,2813
"Kumo Desu ga, Nani ka?","['action', 'adventure', 'comedy', 'fantasy', 'mystery']",['millepensee'],tv,7.45,1838,24,572
Mahou Shoujo Lyrical Nanoha: Reflection,"['action', 'drama', 'sci-fi']",['seven arcs pictures'],movie,7.45,1839,1,5063
Mahoutsukai Precure! Movie: Kiseki no Henshin! Cure Mofurun!,"['action', 'fantasy', 'slice of life']",['toei animation'],movie,7.45,1840,1,8659
Mardock Scramble: The First Compression,"['action', 'sci-fi']",['gohands'],movie,7.45,1841,1,2216
Mirai Nikki (TV),"['action', 'supernatural', 'suspense']",['asread.'],tv,7.45,1842,26,28
Mugen no Ryvius,"['drama', 'sci-fi']",['sunrise'],tv,7.45,1843,26,2954
Naruto: Shippuuden Movie 5 - Blood Prison,"['action', 'adventure', 'fantasy']",['studio pierrot'],movie,7.45,1844,1,929
Neon Genesis Evangelion: Death & Rebirth,"['drama', 'sci-fi']","['gainax', 'production i.g']",movie,7.45,1846,1,847
Nodame Cantabile OVA,"['comedy', 'romance', 'slice of life']",['j.c.staff'],ova,7.45,1847,1,3665
Orange: Mirai,"['drama', 'romance', 'sci-fi']",['telecom animation film'],movie,7.45,1848,1,1494
Otome Youkai Zakuro,"['romance', 'supernatural']",['j.c.staff'],tv,7.45,1849,13,1552
Pokemon Generations,"['action', 'adventure', 'fantasy']",['olm'],ona,7.45,1850,18,2642
Ryman's Club,['sports'],['lidenfilms'],tv,7.45,1851,12,2674
Shonan Junai Gumi!,"['action', 'comedy']","['j.c.staff', 'life work']",ova,7.45,1852,5,2958
Tegamibachi: Hikari to Ao no Gensou Yawa,"['adventure', 'fantasy', 'slice of life', 'supernatural']",['studio pierrot'],special,7.45,1853,1,4837
Tenshi na Konamaiki,"['comedy', 'romance']",['tms entertainment'],tv,7.45,1854,50,3744
To LOVE-Ru Darkness,"['comedy', 'romance', 'sci-fi', 'ecchi']",['xebec'],tv,7.45,1855,12,554
Toaru Majutsu no Index Movie: Endymion no Kiseki,"['action', 'sci-fi']",['j.c.staff'],movie,7.45,1856,1,1477
Tonari no Seki-kun Specials,['comedy'],['shin-ei animation'],special,7.45,1857,2,3465
Toradora! Recap,"['comedy', 'romance']",['j.c.staff'],ova,7.45,1858,1,2385
Toshokan Sensou,"['action', 'comedy', 'romance']",['production i.g'],tv,7.45,1859,12,2212
Uchuu Senkan Yamato 2,"['action', 'adventure', 'drama', 'sci-fi']",['group tac'],tv,7.45,1860,26,6182
Xingchen Bian: Xingchen Yao Hai,"['action', 'adventure', 'fantasy', 'romance']",['shanghai foch film and tv culture investment'],ona,7.45,1861,12,10699
Xue Ying Ling Zhu 2nd Season,"['action', 'adventure', 'fantasy', 'romance']",['mili pictures'],ona,7.45,1862,22,10542
Omoide Poroporo,"['drama', 'romance', 'slice of life']",['studio ghibli'],movie,7.44,1864,1,1474
Paniponi Dash!,['comedy'],['shaft'],tv,7.44,1865,26,2435
Salaryman Kintarou,"['comedy', 'drama']",['jcf'],tv,7.44,1866,20,5789
Senyuu. 2,"['action', 'comedy', 'fantasy']","['ordet', 'lidenfilms']",tv,7.44,1867,13,2517
Simoun,"['drama', 'fantasy', 'girls love', 'romance']",['studio deen'],tv,7.44,1868,26,2994
Soredemo Machi wa Mawatteiru,"['comedy', 'slice of life']",['shaft'],tv,7.44,1869,12,2467
Tales of Symphonia The Animation: Sekai Tougou-hen,"['action', 'adventure', 'fantasy']",['ufotable'],ova,7.44,1870,3,3937
Tetsuwan Birdy Decode,"['action', 'comedy', 'sci-fi']",['a-1 pictures'],tv,7.44,1871,13,1868
Top wo Nerae! & Top wo Nerae 2! Gattai Movie!!,['comedy'],['gainax'],movie,7.44,1872,2,5087
Toradora!: Bentou no Gokui,"['comedy', 'gourmet']",['j.c.staff'],special,7.44,1873,1,1172
Towa no Quon 3: Mugen no Renza,"['action', 'sci-fi', 'supernatural']",['bones'],movie,7.44,1874,1,3221
Urusei Yatsura Movie 5: Kanketsu-hen,"['action', 'adventure', 'comedy', 'drama', 'romance', 'sci-fi']",['magic bus'],movie,7.44,1875,1,6650
5-fun de Wakaru: Violet Evergarden,"['drama', 'fantasy', 'slice of life']",['kyoto animation'],ona,7.44,1877,3,7105
Ano Natsu de Matteru,"['comedy', 'drama', 'romance', 'sci-fi', 'slice of life']",['j.c.staff'],tv,7.44,1878,12,522
Boku no Hero Academia 5th Season,['action'],['bones'],tv,7.44,1879,25,143
Bokutachi no Remake,"['drama', 'romance', 'slice of life']",['feel.'],tv,7.44,1880,12,755
Brave Story,"['action', 'adventure', 'fantasy', 'supernatural']",['gonzo'],movie,7.44,1881,1,2956
Detective Conan Movie 11: Jolly Roger in the Deep Azure,"['adventure', 'comedy', 'mystery']",['tms entertainment'],movie,7.44,1882,1,2986
"Donten ni Warau Gaiden: Ketsubetsu, Yamainu no Chikai","['action', 'supernatural']",['wit studio'],movie,7.44,1883,1,4825
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Movie: Orion no Ya,"['action', 'adventure', 'comedy', 'fantasy', 'romance']",['j.c.staff'],movie,7.44,1884,1,1044
Genshiken Nidaime,"['comedy', 'slice of life']",['production i.g'],tv,7.44,1885,13,2665
Guilty Crown,"['action', 'drama', 'sci-fi']",['production i.g'],tv,7.44,1886,22,96
K: Seven Stories Movie 4 - Lost Small World - Ori no Mukou ni,"['action', 'supernatural']",['gohands'],movie,7.44,1888,1,4357
Kengan Ashura,['action'],['larx entertainment'],ona,7.44,1889,12,1486
Koi wa Sekai Seifuku no Ato de,"['comedy', 'romance']",['project no.9'],tv,7.44,1890,12,1968
Koukaku Kidoutai Arise: Ghost in the Shell - Border:4 Ghost Stands Alone,['sci-fi'],['production i.g'],movie,7.44,1891,1,3063
Lady Jewelpet,"['fantasy', 'romance']","['studio comet', 'zexcs']",tv,7.44,1892,52,5559
Mahouka Koukou no Rettousei,"['action', 'romance', 'sci-fi', 'supernatural']",['madhouse'],tv,7.44,1893,26,125
Ansatsu Kyoushitsu: Deai no Jikan,"['action', 'comedy']",['lerche'],special,7.43,1894,1,1467
Bleach Movie 1: Memories of Nobody,"['action', 'adventure', 'fantasy']",['studio pierrot'],movie,7.43,1895,1,780
Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,"['action', 'adventure', 'fantasy']",['studio pierrot'],movie,7.43,1896,1,878
Boruto: Naruto the Movie,"['action', 'adventure', 'fantasy']",['studio pierrot'],movie,7.43,1897,1,437
Chou Denji Machine Voltes V,"['action', 'adventure', 'drama', 'sci-fi']","['sunrise', 'toei animation']",tv,7.43,1898,40,6397
Gallery Fake,['mystery'],"['tms entertainment', 'tokyo kids', 'minami machi bugyousho']",tv,7.43,1899,37,4935
Haha wo Tazunete Sanzenri,"['adventure', 'drama', 'slice of life']",['nippon animation'],tv,7.43,1900,52,5672
High School DxD BorN,"['action', 'comedy', 'romance', 'ecchi']",['tnk'],tv,7.43,1901,12,216
High School DxD BorN: Yomigaeranai Fushichou,"['action', 'comedy', 'romance', 'ecchi']",['tnk'],ova,7.43,1902,1,1495
Kingsglaive: Final Fantasy XV,['action'],['square enix visual works'],movie,7.43,1903,1,2511
Kiniro no Corda: Primo Passo,"['comedy', 'drama', 'romance']",['yumeta company'],tv,7.43,1904,25,1813
Kuroshitsuji II Specials,"['comedy', 'fantasy', 'supernatural']",['a-1 pictures'],special,7.43,1905,6,1529
Kyou kara Maou! R,"['adventure', 'comedy', 'fantasy']",['studio deen'],ova,7.43,1906,5,3975
Level E,"['comedy', 'sci-fi']","['studio pierrot', 'david production']",tv,7.43,1907,13,1867
Mai-HiME,"['action', 'comedy', 'drama', 'fantasy', 'girls love', 'romance']",['sunrise'],tv,7.43,1908,26,1616
Oshi ga Budoukan Ittekuretara Shinu,"['comedy', 'girls love', 'slice of life']",['8bit'],tv,7.43,1909,12,3123
Puchi Pri*Yucie,"['comedy', 'fantasy']","['gainax', 'aic']",tv,7.43,1910,26,4870
Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu,['comedy'],['shaft'],special,7.43,1911,1,4615
Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu,['comedy'],['shaft'],special,7.43,1912,1,5495
Senki Zesshou Symphogear GX,"['action', 'sci-fi']",['satelight'],tv,7.43,1913,13,2862
Shingeki no Bahamut: Virgin Soul,"['action', 'adventure', 'fantasy', 'supernatural']",['mappa'],tv,7.43,1914,24,891
Shinreigari,"['mystery', 'sci-fi', 'supernatural']",['production i.g'],tv,7.43,1915,22,1353
Shinryaku! Ika Musume,"['comedy', 'slice of life']",['diomedéa'],tv,7.43,1916,12,1045
SSSS.Dynazenon,"['action', 'sci-fi']",['trigger'],tv,7.43,1917,12,1659
Sukitte Ii na yo.,"['drama', 'romance']",['zexcs'],tv,7.43,1918,13,289
Super Cub,['slice of life'],['studio kai'],tv,7.43,1919,12,1851
"Tamayura: More Aggressive - Tsuitachi dake no Shuugakuryokou, Nanode","['comedy', 'drama', 'slice of life']",['tyo animations'],special,7.43,1920,1,7116
Tenchi Muyou!,"['comedy', 'romance', 'sci-fi']",['aic'],tv,7.43,1921,26,2148
Tensai Ouji no Akaji Kokka Saisei Jutsu,"['comedy', 'fantasy']",['yokohama animation lab'],tv,7.43,1922,12,1096
Xian Wang de Richang Shenghuo 2,"['adventure', 'comedy', 'fantasy', 'slice of life']",['haoliners animation league'],ona,7.43,1923,12,2269
Zero no Tsukaima: Futatsuki no Kishi,"['action', 'adventure', 'comedy', 'fantasy', 'romance', 'ecchi']",['j.c.staff'],tv,7.43,1924,12,382
Major 2nd (TV),"['comedy', 'drama', 'sports']",['olm'],tv,7.42,1925,25,3444
Mardock Scramble: The Third Exhaust,"['action', 'sci-fi']",['gohands'],movie,7.42,1926,1,3287
Medaka Box Abnormal,"['action', 'comedy', 'ecchi']","['gainax', 'asahi production']",tv,7.42,1927,12,1396
Mitsuboshi Colors,"['comedy', 'slice of life']",['silver link.'],tv,7.42,1929,12,1852
Mobile Suit Gundam Wing: Operation Meteor,"['action', 'adventure', 'drama', 'sci-fi']",['sunrise'],ova,7.42,1930,4,5417
Naruto: Shippuuden Movie 4 - The Lost Tower,"['action', 'adventure', 'fantasy']",['studio pierrot'],movie,7.42,1931,1,883
Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna - Manner Movie,['fantasy'],['white fox'],movie,7.42,1933,1,3503
Rozen Maiden,"['action', 'comedy', 'drama']",['nomad'],tv,7.42,1934,12,1006
Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,"['drama', 'mystery', 'suspense']",['troyca'],tv,7.42,1935,12,981
Tenchi Muyou! in Love,"['action', 'comedy', 'romance', 'sci-fi']",['aic'],movie,7.42,1936,1,4002
WWW.Working!!,"['comedy', 'slice of life']",['a-1 pictures'],tv,7.42,1937,13,1312
Yamada-kun to 7-nin no Majo: Mou Hitotsu no Suzaku-sai,"['comedy', 'romance']",['lidenfilms'],ova,7.42,1938,2,1890
Youjo Senki: Sabaku no Pasta Daisakusen,['action'],['nut'],ona,7.42,1939,1,2841
Yowamushi Pedal: Re:ROAD,['sports'],['tms entertainment'],movie,7.42,1940,1,5622
Yu☆Gi☆Oh! 5D's,['action'],['gallop'],tv,7.42,1941,154,1445
Ajin,"['action', 'horror', 'mystery', 'supernatural']",['polygon pictures'],tv,7.42,1942,13,333
Aoki Hagane no Arpeggio: Ars Nova Movie 1 - DC,"['action', 'sci-fi']",['sanzigen'],movie,7.42,1943,1,3785
Bai She II: Qing She Jie Qi,"['adventure', 'fantasy']",['light chaser animation studios'],movie,7.42,1944,1,9589
Boku no Hero Academia the Movie 3: World Heroes' Mission - Tabidachi,['action'],['bones'],special,7.42,1945,1,4577
Captain Tsubasa: Road to 2002,"['action', 'sports']","['madhouse', 'group tac']",tv,7.42,1946,52,2596
City Hunter: The Secret Service,"['action', 'comedy', 'mystery']",['sunrise'],special,7.42,1947,1,6285
Cowboy Bebop: Yose Atsume Blues,['sci-fi'],['sunrise'],special,7.42,1948,1,2810
Detective Conan Magic File 3: Shinichi and Ran - Memories of Mahjong Tiles and Tanabata,['mystery'],['tms entertainment'],ova,7.42,1949,1,5211
Doraemon Movie 33: Nobita no Himitsu Dougu Museum,"['adventure', 'comedy', 'fantasy']",['shin-ei animation'],movie,7.42,1950,1,6920
Fukigen na Mononokean,"['comedy', 'supernatural']",['pierrot plus'],tv,7.42,1951,13,1522
Gantz:O,"['action', 'drama', 'horror', 'sci-fi', 'supernatural', 'ecchi']",['digital frontier'],movie,7.42,1952,1,1893
Goblin Slayer,"['action', 'adventure', 'fantasy']",['white fox'],tv,7.42,1953,12,128
Hakuouki OVA,"['action', 'drama', 'supernatural']",['studio deen'],ova,7.42,1954,2,4958
Hal,"['drama', 'romance', 'sci-fi']",['wit studio'],movie,7.42,1955,1,1388
Higurashi no Naku Koro ni Rei,"['comedy', 'mystery', 'supernatural', 'suspense']",['studio deen'],ova,7.42,1956,5,1062
Ikoku Meiro no Croisée The Animation,['slice of life'],['satelight'],tv,7.42,1957,12,2498
Isekai Izakaya: Koto Aitheria no Izakaya Nobu,"['fantasy', 'gourmet']",['sunrise'],ona,7.42,1958,24,3310
Jewelpet Twinkle☆,['fantasy'],['studio comet'],tv,7.42,1959,52,5420
Kemono Jihen,"['action', 'mystery', 'supernatural']",['ajia-do'],tv,7.42,1960,12,635
Keroro Gunsou Movie 3: Tenkuu Daikessen de Arimasu!,"['comedy', 'sci-fi']",['sunrise'],movie,7.42,1961,1,7411
Mahou Sensei Negima!: Shiroki Tsubasa Ala Alba,"['adventure', 'comedy', 'romance', 'supernatural', 'ecchi']",['shaft'],ova,7.42,1962,3,3481
Mahou Shoujo Lyrical Nanoha,"['action', 'comedy', 'drama']",['seven arcs'],tv,7.42,1963,13,1772
Aikatsu!,['slice of life'],"['sunrise', 'bandai namco pictures']",tv,7.41,1964,178,3036
Akazukin Chacha,"['adventure', 'comedy', 'fantasy', 'romance']",['gallop'],tv,7.41,1965,74,4874
Aldnoah.Zero,"['action', 'sci-fi']","['a-1 pictures', 'troyca']",tv,7.41,1966,12,373
Amagami SS+ Plus,"['comedy', 'romance', 'slice of life']",['aic'],tv,7.41,1967,13,1242
Aoki Densetsu Shoot!,"['action', 'comedy', 'drama', 'romance', 'sports']",['toei animation'],tv,7.41,1968,58,4952
Ayakashi: Japanese Classic Horror,"['fantasy', 'horror', 'mystery']",['toei animation'],tv,7.41,1969,11,2248
Chobits,"['comedy', 'drama', 'romance', 'sci-fi', 'ecchi']",['madhouse'],tv,7.41,1970,26,403
Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen,"['drama', 'romance']",['shin-ei animation'],movie,7.41,1972,1,7697
Dakaretai Otoko 1-i ni Odosarete Imasu.,"['boys love', 'comedy', 'drama', 'romance']",['cloverworks'],tv,7.41,1973,13,1402
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,"['action', 'horror', 'mystery']",['lerche'],tv,7.41,1974,11,681
Dragon Ball Super,"['action', 'adventure', 'comedy', 'fantasy']",['toei animation'],tv,7.41,1975,131,219
Freedom,"['action', 'adventure', 'sci-fi']",['sunrise'],ova,7.41,1976,7,3976
Future GPX Cyber Formula Zero,"['drama', 'sci-fi']",['sunrise'],ova,7.41,1977,8,9282
Gokusen,"['comedy', 'drama', 'slice of life']",['madhouse'],tv,7.41,1978,13,2953
Hakkenden: Touhou Hakken Ibun,"['action', 'fantasy', 'supernatural']",['studio deen'],tv,7.41,1979,13,1639
