Name,Genres,Studio,Type,Score,Score Rank,Num. of episodes,Popularity Rank
Free! Movie 3: Road to the World - Yume,['sports'],"['kyoto animation', 'animation do']",movie,7.74,1008,1,3884
Gakuen Babysitters Special,['comedy'],"['""brains base""']",special,7.74,1009,1,3251
"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai","['comedy', 'fantasy', 'slice of life']",['kyoto animation'],special,7.74,1010,1,1019
Kyoukai no Kanata,"['fantasy', 'slice of life', 'supernatural']",['kyoto animation'],tv,7.74,1011,12,110
Kyousou Giga (TV),"['action', 'fantasy', 'supernatural']",['toei animation'],tv,7.74,1012,10,1121
Lucky☆Star,"['comedy', 'slice of life']",['kyoto animation'],tv,7.74,1013,24,276
Mairimashita! Iruma-kun,"['comedy', 'fantasy', 'supernatural']",['bandai namco pictures'],tv,7.74,1014,23,520
Arakawa Under the Bridge x Bridge,"['comedy', 'romance']",['shaft'],tv,7.73,1015,13,1245
Asagao to Kase-san.,"['girls love', 'romance']",['zexcs'],ova,7.73,1016,1,1865
Final Fantasy VII: Advent Children,"['action', 'fantasy']",['square enix'],movie,7.73,1017,1,955
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season","['action', 'adventure', 'fantasy']",['a-1 pictures'],tv,7.73,1018,12,361
Gekkan Shoujo Nozaki-kun Specials,"['comedy', 'romance']",['doga kobo'],special,7.73,1019,6,1429
Ginga Eiyuu Densetsu: Die Neue These - Kaikou,"['action', 'drama', 'sci-fi']",['production i.g'],tv,7.73,1020,12,2103
Hidamari Sketch x 365 Specials,"['comedy', 'slice of life']",['shaft'],special,7.73,1021,3,4575
Junjou Romantica OVA,"['boys love', 'comedy', 'drama', 'romance']",['studio deen'],ova,7.73,1022,2,2601
Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D,"['mystery', 'sci-fi']",['production i.g'],movie,7.73,1023,1,4731
Mahouka Koukou no Rettousei: Tsuioku-hen,"['sci-fi', 'supernatural']",['8bit'],special,7.73,1024,1,2328
Master Keaton OVA,"['adventure', 'drama', 'mystery', 'slice of life']",['madhouse'],ova,7.73,1025,15,5863
Noragami OVA,"['comedy', 'fantasy']",['bones'],ova,7.73,1026,2,636
Pokemon: The Origin,"['action', 'adventure', 'comedy', 'fantasy']","['production i.g', 'xebec', 'olm']",special,7.73,1027,4,926
Psycho-Pass: Sinners of the System Case.3 - Onshuu no Kanata ni＿＿,"['action', 'sci-fi']",['production i.g'],movie,7.73,1028,1,2041
School Rumble: Ichi Gakki Hoshuu,"['comedy', 'romance']",['studio comet'],ova,7.73,1029,2,2478
Slayers,"['adventure', 'comedy', 'fantasy']",['e&g films'],tv,7.73,1030,26,1410
Sonny Boy,['mystery'],['madhouse'],tv,7.73,1031,12,883
Tetsuwan Birdy Decode:02,"['action', 'comedy', 'sci-fi']",['a-1 pictures'],tv,7.73,1032,12,2673
Yamato Nadeshiko Shichihenge♥,['comedy'],['nippon animation'],tv,7.73,1034,25,1275
Memories,"['drama', 'horror', 'sci-fi']","['madhouse', 'studio 4°c']",movie,7.72,1035,3,1704
Mujin Wakusei Survive,"['action', 'adventure', 'fantasy', 'sci-fi', 'slice of life']","['madhouse', 'telecom animation film']",tv,7.72,1036,52,3677
Nanatsu no Taizai,"['action', 'adventure', 'fantasy']",['a-1 pictures'],tv,7.72,1037,24,29
New Game!!,"['comedy', 'slice of life']",['doga kobo'],tv,7.72,1038,12,827
One Piece Movie 06: Omatsuri Danshaku to Himitsu no Shima,"['action', 'adventure', 'drama', 'fantasy']",['toei animation'],movie,7.72,1039,1,1945
One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,"['action', 'adventure', 'fantasy']",['toei animation'],special,7.72,1040,1,3229
Psycho-Pass Movie,"['action', 'sci-fi']",['production i.g'],movie,7.72,1041,1,800
Rozen Maiden: Ouvertüre,"['action', 'comedy', 'drama']",['nomad'],special,7.72,1042,2,2432
Taiyou no Ko Esteban,"['adventure', 'sci-fi']",['studio pierrot'],tv,7.72,1044,39,5221
Tsuki ga Michibiku Isekai Douchuu,"['action', 'adventure', 'comedy', 'fantasy']",['c2c'],tv,7.72,1045,12,733
Watashi no Ashinaga Ojisan,"['comedy', 'romance', 'slice of life']",['nippon animation'],tv,7.72,1046,40,4770
Berserk: Ougon Jidai-hen I - Haou no Tamago,"['action', 'adventure', 'fantasy', 'supernatural']",['studio 4°c'],movie,7.72,1047,1,978
Break Blade 2: Ketsubetsu no Michi,"['action', 'fantasy']","['production i.g', 'xebec']",movie,7.72,1048,1,2384
Change!! Getter Robo: Sekai Saigo no Hi,"['action', 'adventure', 'horror', 'sci-fi']","['""brains base""']",ova,7.72,1049,13,4914
Chi's Sweet Home: Atarashii Ouchi,"['comedy', 'slice of life']",['madhouse'],tv,7.72,1050,104,3609
Chuunibyou demo Koi ga Shitai!,"['comedy', 'drama', 'romance', 'slice of life']",['kyoto animation'],tv,7.72,1051,12,86
Detective Conan Movie 19: The Hellfire Sunflowers,"['action', 'mystery']",['tms entertainment'],movie,7.72,1052,1,3253
Douluo Dalu: Feng Qi Tang Men,"['action', 'adventure', 'fantasy']",['sparkly key animation studio'],ona,7.72,1053,13,9960
Doupo Cangqiong 3rd Season,"['action', 'adventure', 'fantasy', 'romance', 'supernatural']",['motion magic'],ona,7.72,1054,12,6984
Haikyuu!! Lev Genzan!,['sports'],['production i.g'],ova,7.72,1055,1,1498
Hakuouki Movie 2: Shikon Soukyuu,"['action', 'drama', 'supernatural']",['studio deen'],movie,7.72,1056,1,4131
Heikousen,['romance'],"['10gauge', 'studio durian']",music,7.72,1057,1,8070
IDOLiSH7,['drama'],['troyca'],tv,7.72,1058,17,2490
Karakai Jouzu no Takagi-san,"['comedy', 'slice of life']",['shin-ei animation'],tv,7.72,1059,12,351
Kuroko no Basket 2nd Season NG-shuu,"['comedy', 'sports']",['production i.g'],special,7.72,1060,9,2381
Kyoukai no Kanata Movie 1: I'll Be Here - Kako-hen,"['action', 'fantasy', 'supernatural']",['kyoto animation'],movie,7.72,1061,1,1281
Macross Plus Movie Edition,"['action', 'adventure', 'romance', 'sci-fi']",['triangle staff'],movie,7.72,1062,1,4653
"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page","['drama', 'fantasy', 'romance']",['bones'],ova,7.71,1063,1,2166
Akage no Anne,"['drama', 'slice of life']",['nippon animation'],tv,7.71,1064,50,3614
Aoi Bungaku Series,"['drama', 'suspense']",['madhouse'],tv,7.71,1065,12,965
Bishoujo Senshi Sailor Moon,['romance'],['toei animation'],tv,7.71,1067,46,553
D.Gray-man Hallow,"['action', 'adventure']",['tms entertainment'],tv,7.71,1068,13,1083
Daicon Opening Animations,"['action', 'adventure', 'sci-fi']",['gainax'],special,7.71,1069,2,4355
Detective Conan Movie 16: The Eleventh Striker,"['adventure', 'comedy', 'mystery', 'sports']",['tms entertainment'],movie,7.71,1070,1,3039
Dragon Ball Kai,"['action', 'adventure', 'comedy', 'fantasy']",['toei animation'],tv,7.71,1071,97,552
Gakkou no Kaidan,"['horror', 'mystery', 'supernatural']",['studio pierrot'],tv,7.71,1072,19,1160
Girls & Panzer: Kore ga Hontou no Anzio-sen Desu!,['sports'],['actas'],ova,7.71,1073,1,2872
Hanasakeru Seishounen,"['drama', 'romance']",['studio pierrot'],tv,7.71,1074,39,2291
Hourou Musuko,"['drama', 'romance', 'slice of life']",['aic classic'],tv,7.71,1075,11,1491
Joshikousei no Mudazukai,['comedy'],['passione'],tv,7.71,1076,12,1715
Jujutsu Kaisen,['fantasy'],['yokohama animation lab'],ona,7.71,1077,3,2849
Little Busters!: EX,"['comedy', 'drama', 'romance', 'slice of life', 'supernatural']",['j.c.staff'],special,7.71,1078,8,2589
Macross Plus,"['drama', 'romance', 'sci-fi']",['triangle staff'],ova,7.71,1079,4,2861
Nurarihyon no Mago OVA,"['action', 'supernatural']",['studio deen'],ova,7.71,1080,2,3903
One Punch Man: Road to Hero,"['action', 'comedy']",['madhouse'],ova,7.71,1081,1,662
Panty & Stocking with Garterbelt,"['action', 'comedy', 'supernatural', 'ecchi']",['gainax'],tv,7.71,1082,13,545
Shingeki no Kyojin: Chronicle,"['action', 'drama']",['wit studio'],movie,7.71,1083,1,2140
Shirobako Movie,"['comedy', 'drama']",['p.a. works'],movie,7.71,1084,1,2831
Turn A Gundam,"['action', 'adventure', 'drama', 'romance', 'sci-fi']","['sunrise', 'nakamura production']",tv,7.71,1085,50,2906
Uramichi Oniisan,"['comedy', 'slice of life']",['studio blanc'],tv,7.71,1086,13,1200
Mobile Suit Gundam Wing,"['action', 'drama', 'sci-fi']",['sunrise'],tv,7.7,1087,49,1286
One Punch Man Specials,"['action', 'comedy']",['madhouse'],special,7.7,1088,6,693
Princess Principal,"['action', 'mystery']","['actas', 'studio 3hz']",tv,7.7,1089,12,1033
Princess Principal: Crown Handler Movie 2,"['action', 'mystery']",['actas'],movie,7.7,1090,1,5767
Seitokai Yakuindomo*,"['comedy', 'slice of life']",['gohands'],tv,7.7,1091,13,834
Shingeki no Kyojin Movie 1: Guren no Yumiya,"['action', 'drama']",['wit studio'],movie,7.7,1092,1,1675
Soukou Kihei Votoms,"['action', 'drama', 'sci-fi']",['sunrise'],tv,7.7,1093,52,4072
Tenshi no Tamago,"['avant garde', 'drama', 'fantasy']",['studio deen'],ova,7.7,1094,1,1490
Urusei Yatsura,"['action', 'adventure', 'comedy', 'drama', 'romance', 'sci-fi']","['studio pierrot', 'studio deen']",tv,7.7,1095,195,2178
Ani ni Tsukeru Kusuri wa Nai! 3,"['comedy', 'slice of life']",['planet cartoon'],tv,7.7,1096,12,3364
Baka to Test to Shoukanjuu Ni!,"['comedy', 'romance']",['silver link.'],tv,7.7,1097,13,533
Bishoujo Senshi Sailor Moon Eternal Movie 2,['romance'],"['toei animation', 'studio deen']",movie,7.7,1099,1,4457
Bishoujo Senshi Sailor Moon R,['romance'],['toei animation'],tv,7.7,1100,43,1328
Bishoujo Senshi Sailor Moon R: The Movie,"['drama', 'romance']",['toei animation'],movie,7.7,1101,1,2403
Death Note: Rewrite,"['supernatural', 'suspense']",['madhouse'],special,7.7,1102,2,1038
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri","['action', 'adventure', 'fantasy']",['a-1 pictures'],tv,7.7,1103,12,218
JoJo no Kimyou na Bouken: Phantom Blood,"['action', 'adventure', 'horror']",['appp'],movie,7.7,1104,1,2365
Koutetsujou no Kabaneri Movie 3: Unato Kessen,"['action', 'drama', 'fantasy', 'horror', 'supernatural']",['wit studio'],movie,7.7,1105,1,1629
Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e,['sports'],['production i.g'],movie,7.7,1106,1,3498
Ansatsu Kyoushitsu 2nd Season: Kagaijugyou-hen,"['action', 'comedy']",['lerche'],ona,7.69,1107,8,2296
Binbougami ga!,"['comedy', 'supernatural']",['sunrise'],tv,7.69,1109,13,900
Break Blade 6: Doukoku no Toride,"['action', 'fantasy']","['production i.g', 'xebec']",movie,7.69,1110,1,2557
Enen no Shouboutai,"['action', 'supernatural']",['david production'],tv,7.69,1111,24,105
Hayate no Gotoku!!,"['action', 'comedy', 'romance']",['j.c.staff'],tv,7.69,1112,25,1619
Ichigo Mashimaro Encore,"['comedy', 'slice of life']",['daume'],ova,7.69,1113,2,4123
Ichigo Mashimaro OVA,"['comedy', 'slice of life']",['daume'],ova,7.69,1114,3,3923
Kami nomi zo Shiru Sekai: Tenri-hen,"['comedy', 'romance', 'supernatural']",['manglobe'],ova,7.69,1115,2,1416
Keroro Gunsou,"['comedy', 'sci-fi']",['sunrise'],tv,7.69,1116,358,2187
Kill la Kill Specials,"['action', 'comedy', 'ecchi']",['trigger'],special,7.69,1117,2,1026
Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,"['adventure', 'drama', 'fantasy']",['shaft'],movie,7.69,1118,1,2751
Kuroko no Basket Movie 1: Winter Cup - Kage to Hikari,['sports'],['production i.g'],movie,7.69,1119,1,3286
Macross F: Close Encounter - Deculture Edition,"['action', 'sci-fi']",['satelight'],special,7.69,1120,1,5127
Muumindani no Suisei,"['adventure', 'comedy', 'fantasy']",['visual 80'],movie,7.69,1121,1,5773
Saint Seiya: Meiou Hades Juuni Kyuu-hen - Yomigaerishi Gold Saint-tachi no Shinwa,"['adventure', 'sci-fi']",['toei animation'],special,7.69,1122,2,5650
Seikai no Senki,"['action', 'romance', 'sci-fi']",['sunrise'],tv,7.69,1123,13,3392
Sekaiichi Hatsukoi,"['boys love', 'comedy', 'drama', 'romance']",['studio deen'],tv,7.69,1124,12,963
Senpai ga Uzai Kouhai no Hanashi,"['comedy', 'slice of life']",['doga kobo'],tv,7.69,1125,12,814
Seto no Hanayome,"['comedy', 'romance']","['gonzo', 'aic']",tv,7.69,1126,26,624
Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?,"['drama', 'fantasy', 'romance', 'sci-fi']","['satelight', 'c2c']",tv,7.69,1128,12,536
Uchuu Kaizoku Captain Herlock,"['action', 'adventure', 'drama', 'sci-fi']",['toei animation'],tv,7.69,1129,42,3319
"Yuru Yuri,","['comedy', 'girls love', 'slice of life']",['lay-duce'],ova,7.69,1130,1,3664
Manga de Wakaru! Fate/Grand Order,['comedy'],['a-1 pictures'],special,7.68,1131,1,4654
Mitsudomoe Zouryouchuu!,"['comedy', 'slice of life']",['bridge'],tv,7.68,1132,8,2847
Pandora Hearts,"['adventure', 'fantasy', 'mystery', 'supernatural']",['xebec'],tv,7.68,1133,25,452
Shoukoujo Sara,"['drama', 'slice of life']",['nippon animation'],tv,7.68,1134,46,4380
Space Cobra,"['action', 'adventure', 'sci-fi']",['tokyo movie shinsha'],tv,7.68,1135,31,4247
Tenkuu no Escaflowne,"['adventure', 'fantasy', 'romance']",['sunrise'],tv,7.68,1136,26,1329
Toaru Kagaku no Railgun,"['action', 'sci-fi']",['j.c.staff'],tv,7.68,1137,24,324
Tong Ling Fei,"['comedy', 'drama', 'romance']",['haoliners animation league'],ona,7.68,1138,16,3373
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,"['drama', 'fantasy', 'slice of life']",['studio gokumi'],tv,7.68,1139,6,2982
5-toubun no Hanayome,"['comedy', 'romance']",['tezuka productions'],tv,7.68,1141,12,180
Aria the Animation,"['fantasy', 'sci-fi', 'slice of life']",['hal film maker'],tv,7.68,1142,13,1282
Bishoujo Senshi Sailor Moon S: Kaguya-hime no Koibito,"['adventure', 'comedy', 'drama', 'fantasy', 'romance']","['toei animation', 'production reed']",movie,7.68,1143,1,2653
Bokura wa Minna Kawai-sou,"['comedy', 'romance', 'slice of life']","['""brains base""']",tv,7.68,1144,12,523
Chi's Sweet Home,"['comedy', 'slice of life']",['madhouse'],tv,7.68,1145,104,2388
Detective Conan Movie 17: Private Eye in the Distant Sea,"['adventure', 'comedy', 'mystery']",['tms entertainment'],movie,7.68,1146,1,3237
Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,"['action', 'mystery', 'supernatural']",['shuka'],special,7.68,1147,1,2342
Fruits Basket,"['comedy', 'drama', 'romance', 'slice of life', 'supernatural']",['studio deen'],tv,7.68,1148,26,357
Giovanni no Shima,['drama'],['production i.g'],movie,7.68,1150,1,3543
Kakkou no Iinazuke,"['comedy', 'romance']","['synergysp', 'shin-ei animation']",tv,7.68,1151,24,1745
Kami nomi zo Shiru Sekai,"['comedy', 'romance', 'supernatural']",['manglobe'],tv,7.68,1152,12,297
Kanojo to Kanojo no Neko: Everything Flows,"['romance', 'slice of life']","['lidenfilms', 'lidenfilms kyoto studio']",tv,7.68,1153,4,1533
Kengan Ashura Part 2,['action'],['larx entertainment'],ona,7.68,1154,12,2067
Kidou Keisatsu Patlabor: On Television,"['comedy', 'sci-fi']",['sunrise'],tv,7.68,1155,47,3314
Kuroko no Basket 3rd Season NG-shuu,"['comedy', 'sports']",['production i.g'],special,7.68,1156,9,2940
Kuroshitsuji,"['action', 'comedy', 'mystery', 'supernatural']",['a-1 pictures'],tv,7.68,1157,24,106
3D Kanojo: Real Girl 2nd Season,['romance'],['hoods entertainment'],tv,7.67,1158,12,1216
ACCA: 13-ku Kansatsu-ka,"['drama', 'fantasy', 'mystery']",['madhouse'],tv,7.67,1159,12,1292
Arslan Senki (TV),"['action', 'adventure', 'drama', 'fantasy']","['sanzigen', 'lidenfilms']",tv,7.67,1160,25,539
Detective Conan Movie 21: The Crimson Love Letter,"['action', 'drama', 'mystery', 'romance']",['tms entertainment'],movie,7.67,1161,1,3680
Dragon Ball Kai (2014),"['action', 'adventure', 'comedy', 'fantasy']",['toei animation'],tv,7.67,1162,61,1195
Drifters: Special Edition,"['action', 'adventure', 'comedy', 'fantasy']",['hoods drifters studio'],ova,7.67,1163,1,3389
Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,['comedy'],['kyoto animation'],special,7.67,1164,1,2204
Hachimitsu to Clover Specials,"['comedy', 'drama', 'romance', 'slice of life']",['j.c.staff'],special,7.67,1165,2,3483
Hakumei to Mikochi,"['fantasy', 'slice of life']",['lerche'],tv,7.67,1166,12,2468
Heion Sedai no Idaten-tachi,"['adventure', 'fantasy']",['mappa'],tv,7.67,1167,11,1273
InuYasha Movie 2: Kagami no Naka no Mugenjo,"['action', 'adventure', 'comedy', 'drama', 'fantasy', 'romance', 'supernatural']",['sunrise'],movie,7.67,1168,1,1776
Kakushigoto Movie,"['comedy', 'slice of life']",['ajia-do'],movie,7.67,1169,1,3232
Kimi to Boku.,"['comedy', 'drama', 'romance', 'slice of life']",['j.c.staff'],tv,7.67,1170,13,1115
Kuroko no Basket NG-shuu,"['comedy', 'sports']",['production i.g'],special,7.67,1171,9,2335
Minami-ke,"['comedy', 'slice of life']",['daume'],tv,7.67,1172,13,1188
Mousou Dairinin,"['avant garde', 'drama', 'mystery', 'supernatural', 'suspense']",['madhouse'],tv,7.67,1173,13,519
Naruto: Shippuuden Movie 6 - Road to Ninja,"['action', 'adventure', 'fantasy']",['studio pierrot'],movie,7.67,1174,1,642
Nejimaki Seirei Senki: Tenkyou no Alderamin,"['action', 'adventure', 'fantasy']",['madhouse'],tv,7.67,1175,13,672
Pokemon XY&Z,"['action', 'adventure', 'comedy', 'fantasy']",['olm'],tv,7.67,1176,47,1516
Seikai no Senki III,"['action', 'romance', 'sci-fi']",['sunrise'],ova,7.67,1177,2,4524
Sexy Commando Gaiden: Sugoi yo!! Masaru-san,['comedy'],['magic bus'],tv,7.67,1178,48,5191
Shin Mazinger Shougeki! Z-hen,"['action', 'drama']","['bee media', 'code']",tv,7.67,1179,26,4807
Tsuritama,"['comedy', 'sci-fi', 'slice of life']",['a-1 pictures'],tv,7.67,1180,12,1206
Minami-ke Tadaima,"['comedy', 'slice of life']",['feel.'],tv,7.66,1181,13,2535
Mobile Suit Gundam: Char's Counterattack,"['drama', 'sci-fi']",['sunrise'],movie,7.66,1182,1,2905
Poyopoyo Kansatsu Nikki,"['comedy', 'slice of life']",['studio deen'],tv,7.66,1183,52,4180
Seikai no Monshou,"['action', 'romance', 'sci-fi']",['sunrise'],tv,7.66,1185,13,2705
Sidonia no Kishi,"['action', 'sci-fi']",['polygon pictures'],tv,7.66,1186,12,906
Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,['sports'],['toei animation'],movie,7.66,1187,1,4717
Working!!,"['comedy', 'romance', 'slice of life']",['a-1 pictures'],tv,7.66,1189,13,451
Yowamushi Pedal: New Generation,['sports'],['tms entertainment'],tv,7.66,1190,25,2154
Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,"['drama', 'fantasy', 'slice of life']",['studio gokumi'],tv,7.66,1191,6,3103
Aggressive Retsuko (ONA),"['comedy', 'slice of life']",['fanworks'],ona,7.66,1191,10,1247
Arashi no Yoru ni,"['adventure', 'comedy', 'drama', 'fantasy']",['group tac'],movie,7.66,1193,1,4053
Bokura wa Minna Kawai-sou: Hajimete no,"['comedy', 'romance', 'slice of life']","['""brains base""']",special,7.66,1193,1,2752
Bounen no Xamdou,"['action', 'adventure', 'sci-fi']",['bones'],ona,7.66,1195,26,1405
Bungou Stray Dogs: Hitori Ayumu,"['action', 'mystery', 'supernatural']",['bones'],ova,7.66,1196,1,1336
Fairy Tail (2014),"['action', 'adventure', 'fantasy']","['a-1 pictures', 'bridge']",tv,7.66,1198,102,146
Hai to Gensou no Grimgar,"['action', 'adventure', 'drama', 'fantasy']",['a-1 pictures'],tv,7.66,1199,12,241
Inuyashiki,"['action', 'drama', 'sci-fi']",['mappa'],tv,7.66,1200,11,316
Junjou Romantica 3,"['boys love', 'comedy', 'drama', 'romance']",['studio deen'],tv,7.66,1201,12,1587
Kindaichi Shounen no Jikenbo Returns 2nd Season,['mystery'],['toei animation'],tv,7.66,1202,22,5504
Ao Ashi,['sports'],['production i.g'],tv,7.65,1203,0,2540
Ao Haru Ride,"['drama', 'romance', 'slice of life']",['production i.g'],tv,7.65,1204,12,169
Cardcaptor Sakura: Clear Card-hen,"['adventure', 'comedy', 'fantasy', 'romance']",['madhouse'],tv,7.65,1204,22,1627
Code Geass: Hangyaku no Lelouch II - Handou,"['action', 'sci-fi']",['sunrise'],movie,7.65,1206,1,2286
Daa! Daa! Daa!,"['comedy', 'sci-fi']",['j.c.staff'],tv,7.65,1207,78,3942
Flip Flappers,"['adventure', 'comedy', 'sci-fi']",['studio 3hz'],tv,7.65,1208,13,1091
Isekai Shokudou 2,"['fantasy', 'gourmet', 'slice of life']",['olm'],tv,7.65,1209,12,2262
K: Missing Kings,"['action', 'supernatural']",['gohands'],movie,7.65,1210,1,818
Kokoro Yohou,['romance'],['enishiya'],music,7.65,1211,1,7673
Kyou kara Maou!,"['adventure', 'comedy', 'fantasy']",['studio deen'],tv,7.65,1212,78,1688
Machikado Mazoku,"['comedy', 'slice of life']",['j.c.staff'],tv,7.65,1213,12,1408
Maria-sama ga Miteru: Haru,"['drama', 'girls love', 'romance']",['studio deen'],tv,7.65,1214,13,3766
Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,"['drama', 'slice of life', 'supernatural']","['""brains base""']",special,7.65,1214,1,3376
Ojamajo Doremi Dokkaan!,['comedy'],['toei animation'],tv,7.65,1216,51,4774
Overlord Movie 2: Shikkoku no Eiyuu,"['action', 'fantasy', 'supernatural']",['madhouse'],movie,7.65,1217,1,2304
Shinigami Bocchan to Kuro Maid,"['comedy', 'drama', 'supernatural']",['j.c.staff'],tv,7.65,1219,12,1092
Tiger & Bunny 2,"['action', 'comedy', 'mystery']",['bandai namco pictures'],ona,7.65,1188,25,4833
Nanatsu no Taizai: Imashime no Fukkatsu,"['action', 'adventure', 'fantasy', 'supernatural']",['a-1 pictures'],tv,7.64,1220,24,121
Piano no Mori,"['adventure', 'comedy', 'drama']",['madhouse'],movie,7.64,1221,1,2330
R.O.D: Read or Die,"['action', 'adventure', 'mystery', 'sci-fi']",['studio deen'],ova,7.64,1222,3,2348
Servant x Service,"['comedy', 'slice of life']",['a-1 pictures'],tv,7.64,1223,13,971
Shingeki no Bahamut: Genesis,"['action', 'adventure', 'fantasy', 'supernatural']",['mappa'],tv,7.64,1224,12,490
Tenchi Muyou! Ryououki 2nd Season,"['action', 'comedy', 'sci-fi']",['aic'],ova,7.64,1226,6,3690
Tian Bao Fuyao Lu 2nd Season,"['action', 'adventure', 'fantasy', 'supernatural']",['sparkly key animation studio'],ona,7.64,1227,13,8915
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,"['action', 'drama', 'sci-fi']",['xebec'],ova,7.64,1228,26,4137
Utawarerumono,"['action', 'drama', 'fantasy', 'sci-fi']",['olm'],tv,7.64,1229,26,1250
White Album 2,"['drama', 'romance', 'slice of life']",['satelight'],tv,7.64,1230,13,860
AKB0048: Next Stage,['sci-fi'],['satelight'],tv,7.64,1231,13,3210
Break Blade 1: Kakusei no Toki,"['action', 'fantasy']","['production i.g', 'xebec']",movie,7.64,1232,1,1982
Detective Conan Movie 10: Promo Special,"['adventure', 'comedy', 'mystery']",['tms entertainment'],special,7.64,1233,1,5666
Digimon Adventure tri. 3: Kokuhaku,"['action', 'adventure', 'comedy', 'drama']",['toei animation'],movie,7.64,1234,1,2222
Free! Eternal Summer,['sports'],"['kyoto animation', 'animation do']",tv,7.64,1235,13,485
Free!: FrFr - Short Movie,"['comedy', 'sports']","['kyoto animation', 'animation do']",special,7.64,1236,7,2190
Genshiken,"['comedy', 'slice of life']",['palm studio'],tv,7.64,1237,12,1164
Genshiken OVA,"['comedy', 'slice of life']",['ajia-do'],ova,7.64,1238,3,2687
Hana yori Dango,"['drama', 'romance']",['toei animation'],tv,7.64,1239,51,2491
Hug tto! Precure♡Futari wa Precure Movie: All Stars Memories,"['action', 'fantasy']",['toei animation'],movie,7.64,1240,1,8426
Huyao Xiao Hongniang: Yue Hong,"['comedy', 'romance', 'supernatural']",['haoliners animation league'],ona,7.64,1241,13,5039
Ichigo Mashimaro,"['comedy', 'slice of life']",['daume'],tv,7.64,1242,12,1887
Inazuma Eleven,['sports'],['olm'],tv,7.64,1243,127,1047
Initial D Battle Stage 2,"['action', 'drama']",['a.c.g.t.'],ova,7.64,1244,1,3657
Jungle wa Itsumo Hare nochi Guu Final,"['comedy', 'slice of life']",['shin-ei animation'],ova,7.64,1245,7,5620
Kimagure Orange☆Road: Ano Hi ni Kaeritai,"['comedy', 'drama', 'romance', 'slice of life']",['studio pierrot'],movie,7.64,1246,1,5850
Koyomimonogatari,"['comedy', 'mystery', 'supernatural']",['shaft'],ona,7.64,1247,12,879
Kyoukai no Kanata: Shinonome,"['fantasy', 'slice of life', 'supernatural']",['kyoto animation'],special,7.64,1248,1,1520
Lupin III,"['action', 'adventure', 'comedy', 'mystery']",['tokyo movie shinsha'],tv,7.64,1250,23,1842
Mahoujin Guruguru,"['adventure', 'comedy', 'fantasy']",['nippon animation'],tv,7.64,1251,45,5550
Aggressive Retsuko,"['comedy', 'slice of life']",['fanworks'],tv,7.63,1252,100,1781
Akudama Drive,"['action', 'sci-fi']",['studio pierrot'],tv,7.63,1253,12,546
Blood+,"['action', 'drama', 'horror', 'mystery', 'supernatural']",['production i.g'],tv,7.63,1254,50,527
Bokura no,"['drama', 'sci-fi']",['gonzo'],tv,7.63,1255,24,1099
Cardcaptor Sakura Movie 1,"['comedy', 'drama', 'fantasy']",['madhouse'],movie,7.63,1256,1,1838
Chrno Crusade,"['action', 'romance', 'supernatural']",['gonzo'],tv,7.63,1257,24,911
Da Wang Rao Ming,"['action', 'adventure', 'comedy', 'fantasy']",['bigfirebird animation'],ona,7.63,1258,12,3864
Digimon Tamers,"['adventure', 'comedy', 'drama', 'fantasy']",['toei animation'],tv,7.63,1259,51,1052
Eikoku Koi Monogatari Emma,"['drama', 'romance', 'slice of life']",['studio pierrot'],tv,7.63,1260,12,2602
Free! Movie 2: Timeless Medley - Yakusoku,['sports'],['kyoto animation'],movie,7.63,1261,1,3236
Fune wo Amu,"['drama', 'romance', 'slice of life']",['zexcs'],tv,7.63,1262,11,1633
Gabriel DropOut Specials,"['comedy', 'supernatural']",['doga kobo'],special,7.63,1263,2,2281
Gakuen Alice,['comedy'],['group tac'],tv,7.63,1264,26,1830
Hakkenden: Touhou Hakken Ibun 2nd Season,"['action', 'fantasy', 'supernatural']",['studio deen'],tv,7.63,1265,13,2401
Hakuouki Movie 1: Kyoto Ranbu,"['action', 'drama', 'supernatural']",['studio deen'],movie,7.63,1266,1,3663
Hellsing: Digest for Freaks,"['action', 'horror', 'supernatural']",['satelight'],ova,7.63,1267,1,2977
High School Fleet Movie,['action'],['a-1 pictures'],movie,7.63,1268,1,4831
